"","state_icpsr","district","nominate_dim1","nominate_dim2","party_code","statefp","st_name","state_abbrev","eff_gap","nom","nom_std","nom_1_std","nom_2_std","repub","dem","lib_cons","cbsa_name","cbsa_code","within_state","counter","nom_state","population","PVI","dem_chance","race_category","minority_chance","comp_count","maj_min","cbsa_title","z_pindex","lib_cons_str"
"88",44,5,-0.589,-0.229,100,13,"Georgia","GA","Repub",-0.6842211083,-1.57274801068266,-0.77185994083583,-0.195731567913735,FALSE,TRUE,0,"Atlanta",12060,1,1,0.517,691976,34.34,99.9971292791734,"Maj-Min (African-American)",95.6919608985788,0,1,"Atlanta, GA",0.0714,"Liberal"
"89",44,6,0.644,-0.073,200,13,"Georgia","GA","Repub",0.6136456729,1.10155275844692,0.46114005916417,-0.0397315679137346,TRUE,FALSE,1,"Atlanta",12060,1,1,0.517,691975,-7.92,8.59040318087999,"Non-Hispanic White Majority",2.87718001421925,0,0,"Atlanta, GA",0.0714,"Conservative"
"90",44,7,0.65,-0.28,200,13,"Georgia","GA","Repub",0.533572444,0.936559015841094,0.46714005916417,-0.246731567913735,TRUE,FALSE,1,"Atlanta",12060,1,1,0.517,691975,-8.74,6.33394135499228,"Non-Hispanic White Majority",5.01244116050841,0,0,"Atlanta, GA",0.0714,"Conservative"
"91",44,9,0.636,0.044,200,13,"Georgia","GA","Repub",0.6542957588,1.18531370954163,0.45314005916417,0.0772684320862654,TRUE,FALSE,1,"Atlanta",12060,1,1,0.517,691975,-31.21,0.00747354406757028,"Non-Hispanic White Majority",0.680223293098793,0,0,"Atlanta, GA",0.0714,"Conservative"
"92",44,10,0.913,-0.408,200,13,"Georgia","GA","Repub",0.7433484184,1.36880988920433,0.73014005916417,-0.374731567913735,TRUE,FALSE,1,"Atlanta",12060,1,1,0.517,691976,-14.73,1.12454368623086,"Non-Hispanic White Majority",6.69684124206123,0,0,"Atlanta, GA",0.0714,"Conservative"
"93",44,11,0.561,0.272,200,13,"Georgia","GA","Repub",0.6741010544,1.22612322714632,0.37814005916417,0.305268432086265,TRUE,FALSE,1,"Atlanta",12060,1,1,0.517,691975,-17.07,0.557730154988231,"Non-Hispanic White Majority",2.56734703490186,0,0,"Atlanta, GA",0.0714,"Conservative"
"94",44,13,-0.302,0.172,100,13,"Georgia","GA","Repub",-0.2304802156,-0.637798726279825,-0.48485994083583,0.205268432086265,FALSE,TRUE,0,"Atlanta",12060,1,1,0.517,691976,19.75,99.7466849930402,"Maj-Min (African-American)",89.2462873407275,0,1,"Atlanta, GA",0.0714,"Liberal"
"95",44,14,0.752,-0.071,200,13,"Georgia","GA","Repub",0.7224772983,1.32580420222279,0.56914005916417,-0.0377315679137346,TRUE,FALSE,1,"Atlanta",12060,1,1,0.517,691974,-27.32,0.0243007236126881,"Non-Hispanic White Majority",0.791083309668728,0,0,"Atlanta, GA",0.0714,"Conservative"
"96",21,1,-0.478,-0.206,100,17,"Illinois","IL","None",-0.5636574162,-1.32432222524571,-0.66085994083583,-0.172731567913735,FALSE,TRUE,0,"Chicago",16980,0,1,-0.428,712813,27.08,99.9754761577729,"Maj-Min (African-American)",91.5400118532677,0,1,"Chicago, IL",-0.2089,"Liberal"
"97",21,2,-0.453,-0.027,100,17,"Illinois","IL","None",-0.4642269429,-1.11944219050497,-0.635859940835831,0.00626843208626542,FALSE,TRUE,0,"Chicago",16980,0,1,-0.428,712813,29.27,99.9865027591449,"Maj-Min (African-American)",93.5865876750783,0,1,"Chicago, IL",-0.2089,"Liberal"
"98",21,3,-0.233,0.19,100,17,"Illinois","IL","None",-0.153995587,-0.480199422518887,-0.41585994083583,0.223268432086265,FALSE,TRUE,0,"Chicago",16980,0,1,-0.428,712813,5.99,85.9373500503899,"Non-Hispanic White Majority",10.252005771765,0,0,"Chicago, IL",-0.2089,"Liberal"
"99",21,4,-0.485,-0.263,100,17,"Illinois","IL","None",-0.5943587401,-1.38758339758511,-0.66785994083583,-0.229731567913735,FALSE,TRUE,0,"Chicago",16980,0,1,-0.428,712813,32.84,99.9953680791861,"Maj-Min (Latino)",92.9466587840177,0,1,"Chicago, IL",-0.2089,"Liberal"
"100",21,5,-0.317,-0.311,100,17,"Illinois","IL","None",-0.4463177497,-1.08253965948791,-0.49985994083583,-0.277731567913735,FALSE,TRUE,0,"Chicago",16980,0,1,-0.428,712813,19.54,99.7412375945419,"Non-Hispanic White Majority",7.9230692208596,0,0,"Chicago, IL",-0.2089,"Liberal"
"101",21,6,0.433,0.031,200,17,"Illinois","IL","None",0.4458901937,0.755886613393522,0.25014005916417,0.0642684320862654,TRUE,FALSE,1,"Chicago",16980,0,1,-0.428,712813,-1.79,36.9752788145523,"Non-Hispanic White Majority",1.64269408876529,1,0,"Chicago, IL",-0.2089,"Conservative"
"102",21,7,-0.487,-0.257,100,17,"Illinois","IL","None",-0.5938638639,-1.38656368753362,-0.66985994083583,-0.223731567913735,FALSE,TRUE,0,"Chicago",16980,0,1,-0.428,712812,37.74,99.998984427585,"Maj-Min (Coalition)",93.3314371741877,0,1,"Chicago, IL",-0.2089,"Liberal"
"103",21,8,-0.312,0.083,100,17,"Illinois","IL","None",-0.2774875459,-0.73465900608434,-0.49485994083583,0.116268432086265,FALSE,TRUE,0,"Chicago",16980,0,1,-0.428,712812,8.42,92.7202845969938,"Non-Hispanic White Majority",9.03632525882993,0,0,"Chicago, IL",-0.2089,"Liberal"
"104",21,9,-0.605,-0.266,100,17,"Illinois","IL","None",-0.7156061782,-1.63741806602929,-0.78785994083583,-0.232731567913735,FALSE,TRUE,0,"Chicago",16980,0,1,-0.428,712813,18.42,99.6352573376515,"Non-Hispanic White Majority",6.62201153319303,0,0,"Chicago, IL",-0.2089,"Liberal"
"105",21,10,-0.172,-0.203,100,17,"Illinois","IL","None",-0.2564099781,-0.691227926257485,-0.35485994083583,-0.169731567913735,FALSE,TRUE,0,"Chicago",16980,0,1,-0.428,712813,10.38,95.9302902419818,"Non-Hispanic White Majority",7.67932518927425,0,0,"Chicago, IL",-0.2089,"Liberal"
"106",21,11,-0.222,-0.232,100,17,"Illinois","IL","None",-0.3184685464,-0.819101818508831,-0.40485994083583,-0.198731567913735,FALSE,TRUE,0,"Chicago",16980,0,1,-0.428,712813,9.06,93.7736697732589,"Non-Hispanic White Majority",11.5419092148132,0,0,"Chicago, IL",-0.2089,"Liberal"
"107",21,14,0.492,-0.041,200,17,"Illinois","IL","None",0.4749516793,0.815768840458667,0.30914005916417,-0.00773156791373458,TRUE,FALSE,1,"Chicago",16980,0,1,-0.428,712813,-5.13,17.2307719243437,"Non-Hispanic White Majority",1.6852940714445,1,0,"Chicago, IL",-0.2089,"Conservative"
"108",21,16,0.27,0.31,200,17,"Illinois","IL","None",0.398901937,0.659065635421743,0.0871400591641696,0.343268432086265,TRUE,FALSE,1,"Chicago",16980,0,1,-0.428,712813,-8.01,8.01075024126154,"Non-Hispanic White Majority",1.21512630728174,0,0,"Chicago, IL",-0.2089,"Conservative"
"109",22,4,0.596,-0.167,200,18,"Indiana","IN","Repub",0.5265592791,0.922108139558737,0.41314005916417,-0.133731567913735,TRUE,FALSE,1,"Indianapolis",26900,1,1,0.548,720422,-16.7,0.61079445231415,"Non-Hispanic White Majority",0.686791235173523,0,0,"Indianapolis, IN",0.0574,"Conservative"
"110",22,5,0.376,0.261,200,18,"Indiana","IN","Repub",0.4845271147,0.835499366446314,0.19314005916417,0.294268432086265,TRUE,FALSE,1,"Indianapolis",26900,1,1,0.548,720423,-8.94,6.15554024021862,"Non-Hispanic White Majority",1.48036144859106,0,0,"Indianapolis, IN",0.0574,"Conservative"
"111",22,6,0.561,-0.107,200,18,"Indiana","IN","Repub",0.5165080411,0.901397205352338,0.37814005916417,-0.0737315679137346,TRUE,FALSE,1,"Indianapolis",26900,1,1,0.548,720422,-18.07,0.404399065081207,"Non-Hispanic White Majority",0.538537406424465,0,0,"Indianapolis, IN",0.0574,"Conservative"
"112",22,7,-0.429,0.059,100,18,"Indiana","IN","Repub",-0.4044670507,-0.996304802301081,-0.611859940835831,0.0922684320862654,FALSE,TRUE,0,"Indianapolis",26900,1,1,0.548,720423,11.48,97.0552403394794,"Non-Hispanic White Majority",24.5908099422277,0,0,"Indianapolis, IN",0.0574,"Liberal"
"113",22,9,0.487,0.062,200,18,"Indiana","IN","Repub",0.5127803874,0.893716242019767,0.30414005916417,0.0952684320862654,TRUE,FALSE,1,"Indianapolis",26900,1,1,0.548,720422,-12.81,1.97705872126575,"Non-Hispanic White Majority",0.679773604624976,0,0,"Indianapolis, IN",0.0574,"Conservative"
"114",3,2,-0.538,-0.3,100,25,"Massachusetts","MA","None",-0.66274381,-1.52849327191093,-0.72085994083583,-0.266731567913735,FALSE,TRUE,0,"Boston",14460,0,1,-1.259,727514,8.65,93.2372978711675,"Non-Hispanic White Majority",2.50318483458152,0,0,"Boston, MA",-0.3572,"Liberal"
"115",3,3,-0.399,-0.195,100,25,"Massachusetts","MA","None",-0.4800834765,-1.15211514324285,-0.58185994083583,-0.161731567913735,FALSE,TRUE,0,"Boston",14460,0,1,-1.259,727514,8.5,92.8224604636872,"Non-Hispanic White Majority",4.35836636867826,0,0,"Boston, MA",-0.3572,"Liberal"
"116",3,4,-0.426,-0.151,100,25,"Massachusetts","MA","None",-0.4887877177,-1.17005054252499,-0.60885994083583,-0.117731567913735,FALSE,TRUE,0,"Boston",14460,0,1,-1.259,727514,8.91,93.862039393732,"Non-Hispanic White Majority",1.93320126518615,0,0,"Boston, MA",-0.3572,"Liberal"
"117",3,5,-0.502,-0.429,100,25,"Massachusetts","MA","None",-0.6803836483,-1.56484078755455,-0.68485994083583,-0.395731567913735,FALSE,TRUE,0,"Boston",14460,0,1,-1.259,727515,18.1,99.6076907011045,"Non-Hispanic White Majority",4.25678664360525,0,0,"Boston, MA",-0.3572,"Liberal"
"118",3,6,-0.488,-0.433,100,25,"Massachusetts","MA","None",-0.6680468991,-1.53942047604645,-0.67085994083583,-0.399731567913735,FALSE,TRUE,0,"Boston",14460,0,1,-1.259,727515,5.95,85.9373500503899,"Non-Hispanic White Majority",1.95356296882451,0,0,"Boston, MA",-0.3572,"Liberal"
"119",3,7,-0.579,-0.081,100,25,"Massachusetts","MA","None",-0.6126808287,-1.4253367142928,-0.76185994083583,-0.0477315679137346,FALSE,TRUE,0,"Boston",14460,0,1,-1.259,727514,34.28,99.9972154368053,"Maj-Min (Coalition)",32.7140452659519,0,1,"Boston, MA",-0.3572,"Liberal"
"120",3,8,-0.352,0.033,100,25,"Massachusetts","MA","None",-0.3382781809,-0.859920276571641,-0.53485994083583,0.0662684320862654,FALSE,TRUE,0,"Boston",14460,0,1,-1.259,727514,9.63,95.2370231345522,"Non-Hispanic White Majority",2.83788183608489,0,0,"Boston, MA",-0.3572,"Liberal"
"121",3,9,-0.329,-0.148,100,25,"Massachusetts","MA","None",-0.3905402796,-0.967608193986793,-0.51185994083583,-0.114731567913735,FALSE,TRUE,0,"Boston",14460,0,1,-1.259,727514,4.45,79.262344282914,"Non-Hispanic White Majority",1.49063255618636,1,0,"Boston, MA",-0.3572,"Liberal"
"122",52,1,0.605,-0.299,200,24,"Maryland","MD","Dem",0.4806720027,0.827555770742949,0.42214005916417,-0.265731567913735,TRUE,FALSE,1,"Baltimore",12580,1,1,-0.809,722650,-14.09,1.10772780853292,"Non-Hispanic White Majority",1.66587572954088,0,0,"Baltimore, MD",0.0082,"Conservative"
"123",52,2,-0.296,0.14,100,24,"Maryland","MD","Dem",-0.237786222,-0.652853012912171,-0.47885994083583,0.173268432086265,FALSE,TRUE,0,"Baltimore",12580,1,1,-0.809,723447,11.08,97.4075162915625,"Non-Hispanic White Majority",30.3443602255907,0,0,"Baltimore, MD",0.0082,"Liberal"
"124",52,3,-0.466,-0.089,100,24,"Maryland","MD","Dem",-0.5030073303,-1.19935056118927,-0.64885994083583,-0.0557315679137346,FALSE,TRUE,0,"DC",47900,0,1,-0.809,720094,12.96,97.8506290403151,"Non-Hispanic White Majority",11.8168550095819,0,0,"Washington, MD",-0.3114,"Liberal"
"125",52,3,-0.466,-0.089,100,24,"Maryland","MD","Dem",-0.5030073303,-1.19935056118927,-0.64885994083583,-0.0557315679137346,FALSE,TRUE,0,"Baltimore",12580,1,1,-0.809,720094,12.96,97.8506290403151,"Non-Hispanic White Majority",11.8168550095819,0,0,"Baltimore, MD",0.0082,"Liberal"
"126",52,4,-0.562,-0.294,100,24,"Maryland","MD","Dem",-0.6842489338,-1.57280534611733,-0.744859940835831,-0.260731567913735,FALSE,TRUE,0,"DC",47900,0,1,-0.809,720065,27.58,99.9807220574946,"Maj-Min (African-American)",93.7126017815547,0,1,"Washington, MD",-0.3114,"Liberal"
"127",52,4,-0.562,-0.294,100,24,"Maryland","MD","Dem",-0.6842489338,-1.57280534611733,-0.744859940835831,-0.260731567913735,FALSE,TRUE,0,"Baltimore",12580,1,1,-0.809,720065,27.58,99.9807220574946,"Maj-Min (African-American)",93.7126017815547,0,1,"Baltimore, MD",0.0082,"Liberal"
"128",52,5,-0.379,0.116,100,24,"Maryland","MD","Dem",-0.3307657268,-0.844440597093979,-0.56185994083583,0.149268432086265,FALSE,TRUE,0,"DC",47900,0,1,-0.809,720472,15.88,99.0151754487674,"Non-Hispanic White Majority",49.6251806864828,0,0,"Washington, MD",-0.3114,"Liberal"
"129",52,5,-0.379,0.116,100,24,"Maryland","MD","Dem",-0.3307657268,-0.844440597093979,-0.56185994083583,0.149268432086265,FALSE,TRUE,0,"Baltimore",12580,1,1,-0.809,720472,15.88,99.0151754487674,"Non-Hispanic White Majority",49.6251806864828,0,0,"Baltimore, MD",0.0082,"Liberal"
"130",52,6,-0.275,0.031,100,24,"Maryland","MD","Dem",-0.2621098063,-0.702972625451552,-0.45785994083583,0.0642684320862654,FALSE,TRUE,0,"DC",47900,0,1,-0.809,728448,5.53,85.7522057073912,"Non-Hispanic White Majority",4.67731976590998,0,0,"Washington, MD",-0.3114,"Liberal"
"131",52,7,-0.438,-0.153,100,24,"Maryland","MD","Dem",-0.5016193431,-1.19649056408458,-0.62085994083583,-0.119731567913735,FALSE,TRUE,0,"Baltimore",12580,1,1,-0.809,716862,25.75,99.968516777554,"Maj-Min (African-American)",92.1181425948517,0,1,"Baltimore, MD",0.0082,"Liberal"
"132",52,8,-0.398,-0.175,100,24,"Maryland","MD","Dem",-0.4707672225,-1.13291866976922,-0.58085994083583,-0.141731567913735,FALSE,TRUE,0,"DC",47900,0,1,-0.809,721514,13.99,98.573736817036,"Non-Hispanic White Majority",6.73726566678831,0,0,"Washington, MD",-0.3114,"Liberal"
"133",52,8,-0.398,-0.175,100,24,"Maryland","MD","Dem",-0.4707672225,-1.13291866976922,-0.58085994083583,-0.141731567913735,FALSE,TRUE,0,"Baltimore",12580,1,1,-0.809,721514,13.99,98.573736817036,"Non-Hispanic White Majority",6.73726566678831,0,0,"Baltimore, MD",0.0082,"Liberal"
"134",23,8,0.4,0.098,200,26,"Michigan","MI","Repub",0.4407496446,0.745294328722234,0.21714005916417,0.131268432086265,TRUE,FALSE,1,"Detroit",19820,1,1,0.047,705975,-4.11,22.1751654694876,"Non-Hispanic White Majority",1.37148215083452,1,0,"Detroit, MI",-2e-04,"Conservative"
"135",23,9,-0.378,-0.095,100,26,"Michigan","MI","Repub",-0.4175022065,-1.02316420550534,-0.56085994083583,-0.0617315679137346,FALSE,TRUE,0,"Detroit",19820,1,1,0.047,705975,4.36,79.111675472439,"Non-Hispanic White Majority",2.72248477669181,1,0,"Detroit, MI",-2e-04,"Liberal"
"136",23,10,0.343,-0.001,200,26,"Michigan","MI","Repub",0.3425841873,0.543020904544894,0.16014005916417,0.0322684320862654,TRUE,FALSE,1,"Detroit",19820,1,1,0.047,705974,-12.89,1.94774587409461,"Non-Hispanic White Majority",0.691776503870251,0,0,"Detroit, MI",-2e-04,"Conservative"
"137",23,11,0.723,-0.319,200,26,"Michigan","MI","Repub",0.5903557487,1.05356303939159,0.54014005916417,-0.285731567913735,TRUE,FALSE,1,"Detroit",19820,1,1,0.047,705974,-4.05,24.1259848537438,"Non-Hispanic White Majority",1.49317588138947,1,0,"Detroit, MI",-2e-04,"Conservative"
"138",23,12,-0.448,0.313,100,26,"Michigan","MI","Repub",-0.3178506249,-0.817828569230362,-0.63085994083583,0.346268432086265,FALSE,TRUE,0,"Detroit",19820,1,1,0.047,705974,13.83,98.8340616667985,"Non-Hispanic White Majority",4.7905847693131,0,0,"Detroit, MI",-2e-04,"Liberal"
"139",23,13,-0.658,-0.512,100,26,"Michigan","MI","Repub",-0.8708961024,-1.957398490632,-0.84085994083583,-0.478731567913735,FALSE,TRUE,0,"Detroit",19820,1,1,0.047,705974,31.93,99.9938879566609,"Maj-Min (African-American)",94.9095896088594,0,1,"Detroit, MI",-2e-04,"Liberal"
"140",23,14,-0.234,-0.209,100,26,"Michigan","MI","Repub",-0.3209048543,-0.824121917786495,-0.41685994083583,-0.175731567913735,FALSE,TRUE,0,"Detroit",19820,1,1,0.047,705974,29.76,99.9883036106193,"Maj-Min (African-American)",95.0002036947596,0,1,"Detroit, MI",-2e-04,"Liberal"
"141",33,1,-0.274,0.132,100,27,"Minnesota","MN","None",-0.2191127236,-0.614375603784489,-0.45685994083583,0.165268432086265,FALSE,TRUE,0,"Minneapolis",33460,0,1,-0.271,662991,-5.25,16.75795078492,"Non-Hispanic White Majority",1.06097968782367,1,0,"Minneapolis, MN",-0.0724,"Liberal"
"142",33,2,0.49,0.154,200,27,"Minnesota","MN","None",0.5540351558,0.978723162961509,0.30714005916417,0.187268432086265,TRUE,FALSE,1,"Minneapolis",33460,0,1,-0.271,662991,-1.85,36.1976043627892,"Non-Hispanic White Majority",1.31758605773449,1,0,"Minneapolis, MN",-0.0724,"Conservative"
"143",33,3,0.407,-0.192,200,27,"Minnesota","MN","None",0.3271639616,0.511246979788508,0.22414005916417,-0.158731567913735,TRUE,FALSE,1,"Minneapolis",33460,0,1,-0.271,662990,1.24,59.2622637923032,"Non-Hispanic White Majority",1.75612575362737,1,0,"Minneapolis, MN",-0.0724,"Conservative"
"144",33,4,-0.419,-0.182,100,27,"Minnesota","MN","None",-0.4946779114,-1.18218749661797,-0.60185994083583,-0.148731567913735,FALSE,TRUE,0,"Minneapolis",33460,0,1,-0.271,662990,13.76,98.5080253360774,"Non-Hispanic White Majority",4.16018760985599,0,0,"Minneapolis, MN",-0.0724,"Liberal"
"145",33,5,-0.542,-0.563,100,27,"Minnesota","MN","None",-0.7761025501,-1.76207299690912,-0.72485994083583,-0.529731567913735,FALSE,TRUE,0,"Minneapolis",33460,0,1,-0.271,662991,26.14,99.9651872960109,"Non-Hispanic White Majority",12.0093963249444,0,0,"Minneapolis, MN",-0.0724,"Liberal"
"146",33,6,0.584,-0.03,200,27,"Minnesota","MN","None",0.571525619,1.01476288588665,0.40114005916417,0.00326843208626542,TRUE,FALSE,1,"Minneapolis",33460,0,1,-0.271,662993,-12.31,2.28816254405872,"Non-Hispanic White Majority",0.671660586320632,0,0,"Minneapolis, MN",-0.0724,"Conservative"
"147",33,7,-0.146,0.716,100,27,"Minnesota","MN","None",0.1517218932,0.14974234367632,-0.32885994083583,0.749268432086265,FALSE,TRUE,1,"Minneapolis",33460,0,1,-0.271,662988,-12.3,2.29498562962392,"Non-Hispanic White Majority",0.84519993174799,0,0,"Minneapolis, MN",-0.0724,"Conservative"
"148",33,8,-0.372,-0.386,100,27,"Minnesota","MN","None",-0.5325037022,-1.26012888697843,-0.55485994083583,-0.352731567913735,FALSE,TRUE,0,"Minneapolis",33460,0,1,-0.271,662991,-4.34,20.9892171188158,"Non-Hispanic White Majority",1.11788886734589,1,0,"Minneapolis, MN",-0.0724,"Liberal"
"149",34,1,-0.481,-0.075,100,29,"Missouri","MO","None",-0.5121859525,-1.21826343943268,-0.66385994083583,-0.0417315679137346,FALSE,TRUE,0,"St. Louis",41180,0,1,0.445,748616,29.08,99.9855670104889,"Maj-Min (Coalition)",83.473217958165,0,1,"St. Louis, MO",-0.0895,"Liberal"
"150",34,2,0.469,0.206,200,29,"Missouri","MO","None",0.5546574162,0.980005352698102,0.28614005916417,0.239268432086265,TRUE,FALSE,1,"St. Louis",41180,0,1,0.445,748616,-8.24,7.44598747469116,"Non-Hispanic White Majority",0.905283400221172,0,0,"St. Louis, MO",-0.0895,"Conservative"
"151",34,3,0.445,0.237,200,29,"Missouri","MO","None",0.5435476099,0.957113200773618,0.26214005916417,0.270268432086265,TRUE,FALSE,1,"St. Louis",41180,0,1,0.445,748615,-18.43,0.360339650616304,"Non-Hispanic White Majority",0.580161122994106,0,0,"St. Louis, MO",-0.0895,"Conservative"
"152",34,4,0.496,0.379,200,29,"Missouri","MO","None",0.6535930133,1.18386567738735,0.31314005916417,0.412268432086265,TRUE,FALSE,1,"Kansas City",28140,0,1,0.445,748616,-17.38,0.495543781583181,"Non-Hispanic White Majority",0.732208395512617,0,0,"Kansas City, MO",0.1311,"Conservative"
"153",34,5,-0.452,0.008,100,29,"Missouri","MO","None",-0.4486734984,-1.08739376366219,-0.63485994083583,0.0412684320862654,FALSE,TRUE,0,"Kansas City",28140,0,1,0.445,748616,7.34,89.7773319231981,"Non-Hispanic White Majority",11.8142805338188,0,0,"Kansas City, MO",0.1311,"Liberal"
"154",34,6,0.433,0.153,200,29,"Missouri","MO","None",0.4966193431,0.860415834129315,0.25014005916417,0.186268432086265,TRUE,FALSE,1,"Kansas City",28140,0,1,0.445,748616,-15.68,0.780459814336779,"Non-Hispanic White Majority",0.711014056952979,0,0,"Kansas City, MO",0.1311,"Conservative"
"155",34,8,0.269,0.274,200,29,"Missouri","MO","None",0.3829326798,0.626160411687685,0.0861400591641696,0.307268432086265,TRUE,FALSE,1,"St. Louis",41180,0,1,0.445,748616,-24.24,0.0615321716235947,"Non-Hispanic White Majority",0.518773995042601,0,0,"St. Louis, MO",-0.0895,"Conservative"
"156",47,5,0.641,0.149,200,37,"North Carolina","NC","Repub",0.7029560923,1.28558006136615,0.45814005916417,0.182268432086265,TRUE,FALSE,1,"Charlotte",16740,0,1,0.472,733499,-9.65,5.01805458286033,"Non-Hispanic White Majority",2.86499814375304,0,0,"Charlotte, NC",0.0739,"Conservative"
"157",47,8,0.675,0.185,200,37,"North Carolina","NC","Repub",0.7519253495,1.38648296148705,0.49214005916417,0.218268432086265,TRUE,FALSE,1,"Charlotte",16740,0,1,0.472,733499,-7.98,7.98832331251814,"Non-Hispanic White Majority",8.06126565146809,0,0,"Charlotte, NC",0.0739,"Conservative"
"158",47,9,0.563,0.316,200,37,"North Carolina","NC","Repub",0.6943968132,1.26794336165868,0.380140059164169,0.349268432086265,TRUE,FALSE,1,"Charlotte",16740,0,1,0.472,733498,-7.61,9.46574067033232,"Non-Hispanic White Majority",13.5311712939468,0,0,"Charlotte, NC",0.0739,"Conservative"
"159",47,10,0.582,0.115,200,37,"North Carolina","NC","Repub",0.6298184605,1.13487736382564,0.39914005916417,0.148268432086265,TRUE,FALSE,1,"Charlotte",16740,0,1,0.472,733499,-12.35,2.22763976127346,"Non-Hispanic White Majority",1.92935982058753,0,0,"Charlotte, NC",0.0739,"Conservative"
"160",47,12,-0.526,-0.155,100,37,"North Carolina","NC","Repub",-0.5904509685,-1.37953129489873,-0.70885994083583,-0.121731567913735,FALSE,TRUE,0,"Charlotte",16740,0,1,0.472,733498,18.08,99.5869180127132,"Maj-Min (Coalition)",53.6654526105459,0,1,"Charlotte, NC",0.0739,"Liberal"
"161",12,1,-0.297,-0.119,100,34,"New Jersey","NJ","None",-0.3464817113,-0.876823943401,-0.47985994083583,-0.0857315679137346,FALSE,TRUE,0,"Philadelphia",37980,0,1,-0.376,732658,12.68,97.9075593463257,"Non-Hispanic White Majority",8.77229530097478,0,0,"Philadelphia, NJ",0.0095,"Liberal"
"162",12,2,0.211,-0.228,200,34,"New Jersey","NJ","None",0.1161947044,0.0765373046776286,0.0281400591641695,-0.194731567913735,TRUE,FALSE,1,"NYC",35620,0,1,-0.376,732658,-0.67,45.2906851295663,"Non-Hispanic White Majority",3.90914194357746,1,0,"New York, NJ",-0.2539,"Conservative"
"163",12,2,0.211,-0.228,200,34,"New Jersey","NJ","None",0.1161947044,0.0765373046776286,0.0281400591641695,-0.194731567913735,TRUE,FALSE,1,"Philadelphia",37980,0,1,-0.376,732658,-0.67,45.2906851295663,"Non-Hispanic White Majority",3.90914194357746,1,0,"Philadelphia, NJ",0.0095,"Conservative"
"164",12,3,0.222,0.089,200,34,"New Jersey","NJ","None",0.2590073303,0.370807811341386,0.0391400591641695,0.122268432086265,TRUE,FALSE,1,"NYC",35620,0,1,-0.376,732658,-1.98,35.2182389058157,"Non-Hispanic White Majority",2.51354708321445,1,0,"New York, NJ",-0.2539,"Conservative"
"165",12,3,0.222,0.089,200,34,"New Jersey","NJ","None",0.2590073303,0.370807811341386,0.0391400591641695,0.122268432086265,TRUE,FALSE,1,"Philadelphia",37980,0,1,-0.376,732658,-1.98,35.2182389058157,"Non-Hispanic White Majority",2.51354708321445,1,0,"Philadelphia, NJ",0.0095,"Conservative"
"166",12,4,0.16,-0.174,200,34,"New Jersey","NJ","None",0.0876485902,0.0177170187541872,-0.0228599408358305,-0.140731567913735,TRUE,FALSE,1,"NYC",35620,0,1,-0.376,732657,-7.77,8.73506711591404,"Non-Hispanic White Majority",1.65369117134498,0,0,"New York, NJ",-0.2539,"Conservative"
"167",12,5,0.688,-0.243,200,34,"New Jersey","NJ","None",0.5869575139,1.04656085544562,0.505140059164169,-0.209731567913735,TRUE,FALSE,1,"NYC",35620,0,1,-0.376,732658,-2.58,31.8250170164629,"Non-Hispanic White Majority",2.16132707884643,1,0,"New York, NJ",-0.2539,"Conservative"
"168",12,6,-0.402,-0.16,100,34,"New Jersey","NJ","None",-0.468530032,-1.12830885899241,-0.58485994083583,-0.126731567913735,FALSE,TRUE,0,"NYC",35620,0,1,-0.376,732657,8.56,93.2756254055908,"Non-Hispanic White Majority",7.65562115560356,0,0,"New York, NJ",-0.2539,"Liberal"
"169",12,7,0.334,-0.229,200,34,"New Jersey","NJ","None",0.2387788917,0.329126392500962,0.15114005916417,-0.195731567913735,TRUE,FALSE,1,"NYC",35620,0,1,-0.376,732658,-2.81,28.1805946690934,"Non-Hispanic White Majority",2.04319136055978,1,0,"New York, NJ",-0.2539,"Conservative"
"170",12,8,-0.401,0.089,100,34,"New Jersey","NJ","None",-0.3639926697,-0.912905897416356,-0.58385994083583,0.122268432086265,FALSE,TRUE,0,"NYC",35620,0,1,-0.376,732658,26.91,99.9718727669959,"Maj-Min (Latino)",75.844684780857,0,1,"New York, NJ",-0.2539,"Liberal"
"171",12,9,-0.366,0.006,100,34,"New Jersey","NJ","None",-0.3635051238,-0.911901291709327,-0.54885994083583,0.0392684320862654,FALSE,TRUE,0,"NYC",35620,0,1,-0.376,732658,15.93,99.2028474252878,"Maj-Min (Coalition)",27.5584572261424,0,1,"New York, NJ",-0.2539,"Liberal"
"172",12,10,-0.515,-0.123,100,34,"New Jersey","NJ","None",-0.5661449621,-1.32944790224891,-0.69785994083583,-0.0897315679137346,FALSE,TRUE,0,"NYC",35620,0,1,-0.376,732658,36.16,99.9983463019411,"Maj-Min (African-American)",93.8480379691646,0,1,"New York, NJ",-0.2539,"Liberal"
"173",12,11,0.29,-0.271,200,34,"New Jersey","NJ","None",0.1773147583,0.202477354551532,0.10714005916417,-0.237731567913735,TRUE,FALSE,1,"NYC",35620,0,1,-0.376,732658,-3.23,26.7242897337283,"Non-Hispanic White Majority",1.72179049686652,1,0,"New York, NJ",-0.2539,"Conservative"
